"Name","Phone 1 - Value","E-mail 1 - Value","Address 1 - Street","Address 1 - Postal Code","Address 1 - City","Organization 1 - Name","Organization 1 - Department","Group Membership","Notes"
"TATTOOS & PIERCING Vatos Locos","5491164930087",NULL,"Av. Bartolomé Mitre 915, B1870AAJ Gran Buenos Aires, Cdad. Autónoma de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tatuajes","Tatuajes","Cliente",NULL
"Tattoos y Piercings Cristian Caballero","5491165456811",NULL,"C. 124 134, B1884JDD Berazategui Oeste, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"Tattugo Ink Studio","5491156925965",NULL,"Enrique de Rosas 1161, B1852 Burzaco, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"Tatu  Joker Tattoo ","5491171188503",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Tatuajes","5491164384186",NULL,"Coronel Martiniano Chilavert 5069, C1439 Cdad. Autónoma de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"Tatuajes quiroga","5491121654102",NULL,"34.748050,-58 472838, B1864 Lomas de Zamora, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tatuajes","Tatuajes","Cliente",NULL
"Tatuajes y perforaciones (lu)","5491121848428",NULL,"Patria 444, B1856 Glew, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"TATUAJES Y PIERCING","5491138931895",NULL,"Dr. Manuel Quintana 794, B1852 Burzaco, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tatuajes","Tatuajes","Cliente",NULL
"tatu_ds","5491127186907",NULL,"Paraná 2282, B1842 Monte Grande, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"TELIAN TATTOO","5491154836721",NULL,"Somellera 604, B1846 Adrogué, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Tienda - Dixon Anime","5491133765623",NULL,"Laprida 151 Local 27, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tatuajes","Tatuajes","Cliente",NULL
"Tijuana Tattoo Studio","5491125330907",NULL,"Olavarría 197, B1879 Quilmes, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo studio","Tatuajes","Cliente",NULL
"TILLE TATOO","5491139396359",NULL,"Rafael de Sanzio 1268, B1838 Luis Guillon, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"Tinta perpetua tattoo","5491141797758",NULL,"C. 151 1072, C1884 Berazategui, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo studio","Tatuajes","Cliente",NULL
"Tirotta tattoo studio","5491159223560",NULL,"Guillermo Granville 1408, B1847 Rafael Calzada, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Tommy Mte Grande ","5491154908056",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Tonga  Tattoo ","5491127155506",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Tonga Tattoo 2 ","5491151039033",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Toxic tattoo","5491154589442",NULL,"Maximo Baño 52, B1858FNT Guernica, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo studio","Tatuajes","Cliente",NULL
"Trazos Eternos","5491127768427",NULL,"Cotagaita 1239, B1825 Lanús, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"Tridius tattoo","5491160156360",NULL,"Don Orione 1316, B1826 Escalada, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Tripo  Tattoo ","5491158775294",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Trisquel Tattoo","5491123886724",NULL,"Talcahuano 90, B1828 Banfield, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"True Hate Tattoo art","5491136520363",NULL,"Aparcero 544, B1849 Claypole, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Tupac Tattoo Estudio","5491166636732",NULL,"Blvd. Tomás Espora 5 local 1, B1846 Adrogué, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Twity Tattoo","5491166868928",NULL,"Oliden 4746, C1439 Cdad. Autónoma de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"UNDER STYLE UST","5491154161027",NULL,"Leandro N. Alem 259 local 15, C1003AAC B1842ASE, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tatuajes","Tatuajes","Cliente",NULL
"Universal Studio","5491135354652",NULL,"Guaminí 4943, C1439HAI Cdad. Autónoma de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo studio","Tatuajes","Cliente",NULL
"Uroboros Casa de Tatuajes","5491131327757",NULL,"9 de Julio 262, B1806 Tristán Suárez, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo studio","Tatuajes","Cliente",NULL
"V ROCK TATTOO","5491132796910",NULL,"Av. Pres. Dr. Néstor Kirchner 1535, B1880 Berazategui, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo studio","Tatuajes","Cliente",NULL
"VDM","5491164073271",NULL,"Gregorio Aráoz de Lamadrid 1295, B1803 Ezeiza, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"vega diego Tattoo   ","5491125251085",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"versus tattoo studio","5491138404076",NULL,"Anatole France &, B1820 Ituzaingó, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo studio","Tatuajes","Cliente",NULL
"Vicki Tattoo Galeria ","5491122510227",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Vinchu Tattoo SHOP","5491169145680",NULL,"Dr. A Melo, B1824 Lanús, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Vitale tattoo","5491138249553",NULL,"Av. Presbitero Pedro F. Uriarte 273, B1826 Remedios de Escalada, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Voodoo  Tattoo ","5491158641762",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Wally Tatu","5491127588192",NULL,"Carlos Croce 1040 B1828COC, B1828COC Banfield, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Wanderlust tattoo","5491125146846",NULL,"Leandro N. Alem 309 local 7, B1842 Monte Grande, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Wazii Tattoo","5491138046329",NULL,"Las Casuarinas 3822, B1834FCT Temperley, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Wilbent.tattoo","5491122557236",NULL,"Cnel. Brandsen 5394, B1874 Avellaneda, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"Will  Tattoo ","5491137011448",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"X-Force tattoo studio","5491138459102",NULL,"Máximo Paz 69, B1842 Monte Grande, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Xennon Tattoo Quilmes","5491151808867",NULL,"galería colon, Av. Hipólito Yrigoyen 574 local 142, B1878 Quilmes, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Xeppepo Tattoos","5491169787152",NULL,"Monseñor Piaggio 37, B1870 Avellaneda, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"XL Fusión Tattoo and piercing","5491168772678",NULL,"Leandro N. Alem 796, B1843 Monte Grande, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"xnic tattoo","5491138400330",NULL,"Adolfo Alsina 184, B1842 Monte Grande, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo artist","Tatuajes","Cliente",NULL
"Yazmin tattoo•Body Piercing","5491169684016",NULL,"San Pedro 762, C1804 La Unión, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Yeyo Tattoos","5491130722694",NULL,"Conesa 278, C1878 Quilmes, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"Yona Romero  Tattoo ","5491134177694",NULL,NULL,NULL,NULL,"[Haby] Tatuadores - tattoo shop","Tatuajes","Cliente",NULL
"ZM Tattoo Studio","5491162002715",NULL,"Polonia 210 Entre Francia y España, B1812 Máximo Paz, Provincia de Buenos Aires, Argentina",NULL,NULL,"[Haby] Tatuadores - tattoo studio","Tatuajes","Cliente",NULL
